Starting frame generation loop
Converter Running
Time:0.0, Sine:1.0 | Time:0.0, Rand:250.0
Time:0.384, Sine:-0.745941162109375 | Time:0.384, Rand:634.0
Time:0.385, Sine:-0.7501110434532166 | Time:0.385, Rand:635.0
Time:0.386, Sine:-0.7542513608932495 | Time:0.386, Rand:636.0
Time:0.387, Sine:-0.7583619356155396 | Time:0.387, Rand:637.0
Time:0.388, Sine:-0.7624425292015076 | Time:0.388, Rand:638.0
Time:0.389, Sine:-0.766493022441864 | Time:0.389, Rand:639.0
Time:0.39, Sine:-0.7705132365226746 | Time:0.39, Rand:640.0
Time:0.391, Sine:-0.7745030522346497 | Time:0.391, Rand:641.0
Time:0.392, Sine:-0.778462290763855 | Time:0.392, Rand:642.0
Time:0.393, Sine:-0.782390832901001 | Time:0.393, Rand:643.0
Time:0.394, Sine:-0.7862884402275085 | Time:0.394, Rand:644.0
Time:0.395, Sine:-0.7901549935340881 | Time:0.395, Rand:645.0
Time:0.396, Sine:-0.7939903736114502 | Time:0.396, Rand:646.0
Time:0.397, Sine:-0.7977944612503052 | Time:0.397, Rand:647.0
Time:0.398, Sine:-0.8015669584274292 | Time:0.398, Rand:648.0
Time:0.399, Sine:-0.8053078651428223 | Time:0.399, Rand:649.0
Time:0.4, Sine:-0.80901700258255 | Time:0.4, Rand:650.0
Time:0.401, Sine:-0.8126941919326782 | Time:0.401, Rand:651.0
Time:0.402, Sine:-0.8163392543792725 | Time:0.402, Rand:652.0
Time:0.403, Sine:-0.819952130317688 | Time:0.403, Rand:653.0
Time:0.404, Sine:-0.8235325813293457 | Time:0.404, Rand:654.0
Time:0.405, Sine:-0.8270805478096008 | Time:0.405, Rand:655.0
Time:0.406, Sine:-0.8305959105491638 | Time:0.406, Rand:656.0
Time:0.407, Sine:-0.8340784311294556 | Time:0.407, Rand:657.0
Time:0.408, Sine:-0.8375280499458313 | Time:0.408, Rand:658.0
Time:0.409, Sine:-0.8409445881843567 | Time:0.409, Rand:659.0
Time:0.41, Sine:-0.8443279266357422 | Time:0.41, Rand:660.0
Time:0.411, Sine:-0.8476779460906982 | Time:0.411, Rand:661.0
Time:0.412, Sine:-0.8509944677352905 | Time:0.412, Rand:662.0
Time:0.413, Sine:-0.8542774319648743 | Time:0.413, Rand:663.0
Time:0.414, Sine:-0.8575266599655151 | Time:0.414, Rand:664.0
Time:0.415, Sine:-0.8607420325279236 | Time:0.415, Rand:665.0
Time:0.416, Sine:-0.8639234304428101 | Time:0.416, Rand:666.0
Time:0.417, Sine:-0.8670706748962402 | Time:0.417, Rand:667.0
Time:0.418, Sine:-0.8701837658882141 | Time:0.418, Rand:668.0
Time:0.419, Sine:-0.8732624650001526 | Time:0.419, Rand:669.0
Time:0.42, Sine:-0.8763066530227661 | Time:0.42, Rand:670.0
Time:0.421, Sine:-0.8793163299560547 | Time:0.421, Rand:671.0
Time:0.422, Sine:-0.8822911977767944 | Time:0.422, Rand:672.0
Time:0.423, Sine:-0.8852313160896301 | Time:0.423, Rand:673.0
Time:0.424, Sine:-0.8881364464759827 | Time:0.424, Rand:674.0
Time:0.425, Sine:-0.8910065293312073 | Time:0.425, Rand:675.0
Time:0.426, Sine:-0.8938414454460144 | Time:0.426, Rand:676.0
Time:0.427, Sine:-0.8966410160064697 | Time:0.427, Rand:677.0
Time:0.428, Sine:-0.8994052410125732 | Time:0.428, Rand:678.0
Time:0.429, Sine:-0.9021339416503906 | Time:0.429, Rand:679.0
Time:0.43, Sine:-0.9048270583152771 | Time:0.43, Rand:680.0
Time:0.431, Sine:-0.9074844121932983 | Time:0.431, Rand:681.0
Time:0.432, Sine:-0.9101059436798096 | Time:0.432, Rand:682.0
Time:0.433, Sine:-0.912691593170166 | Time:0.433, Rand:683.0
Time:0.434, Sine:-0.9152411818504333 | Time:0.434, Rand:684.0
Time:0.435, Sine:-0.9177546501159668 | Time:0.435, Rand:685.0
Time:0.436, Sine:-0.920231819152832 | Time:0.436, Rand:686.0
Time:0.437, Sine:-0.9226727485656738 | Time:0.437, Rand:687.0
Time:0.438, Sine:-0.9250771999359131 | Time:0.438, Rand:688.0
Time:0.439, Sine:-0.9274451732635498 | Time:0.439, Rand:689.0
Time:0.44, Sine:-0.9297764897346497 | Time:0.44, Rand:690.0
Time:0.441, Sine:-0.9320710897445679 | Time:0.441, Rand:691.0
Time:0.442, Sine:-0.9343289136886597 | Time:0.442, Rand:692.0
Time:0.443, Sine:-0.9365499019622803 | Time:0.443, Rand:693.0
Time:0.444, Sine:-0.9387338757514954 | Time:0.444, Rand:694.0
Time:0.445, Sine:-0.9408807754516602 | Time:0.445, Rand:695.0
Time:0.446, Sine:-0.9429905414581299 | Time:0.446, Rand:696.0
Time:0.447, Sine:-0.945063054561615 | Time:0.447, Rand:697.0
Time:0.448, Sine:-0.9470983147621155 | Time:0.448, Rand:698.0
Time:0.449, Sine:-0.949096143245697 | Time:0.449, Rand:699.0
Time:0.45, Sine:-0.9510565400123596 | Time:0.45, Rand:700.0
Time:0.451, Sine:-0.952979326248169 | Time:0.451, Rand:701.0
Time:0.452, Sine:-0.9548645615577698 | Time:0.452, Rand:702.0
Time:0.453, Sine:-0.9567120671272278 | Time:0.453, Rand:703.0
Time:0.454, Sine:-0.9585217833518982 | Time:0.454, Rand:704.0
Time:0.455, Sine:-0.960293710231781 | Time:0.455, Rand:705.0
Time:0.456, Sine:-0.9620276689529419 | Time:0.456, Rand:706.0
Time:0.457, Sine:-0.9637236595153809 | Time:0.457, Rand:707.0
Time:0.458, Sine:-0.9653816223144531 | Time:0.458, Rand:708.0
Time:0.459, Sine:-0.9670014977455139 | Time:0.459, Rand:709.0
Time:0.46, Sine:-0.9685831665992737 | Time:0.46, Rand:710.0
Time:0.461, Sine:-0.9701265692710876 | Time:0.461, Rand:711.0
Time:0.462, Sine:-0.9716317057609558 | Time:0.462, Rand:712.0
Time:0.463, Sine:-0.9730985164642334 | Time:0.463, Rand:713.0
Time:0.464, Sine:-0.9745268821716309 | Time:0.464, Rand:714.0
Time:0.465, Sine:-0.9759167432785034 | Time:0.465, Rand:715.0
Time:0.466, Sine:-0.9772680997848511 | Time:0.466, Rand:716.0
Time:0.467, Sine:-0.978580892086029 | Time:0.467, Rand:717.0
Time:0.468, Sine:-0.9798550605773926 | Time:0.468, Rand:718.0
Time:0.469, Sine:-0.9810905456542969 | Time:0.469, Rand:719.0
Time:0.47, Sine:-0.9822872281074524 | Time:0.47, Rand:720.0
Time:0.471, Sine:-0.9834452271461487 | Time:0.471, Rand:721.0
Time:0.472, Sine:-0.9845643639564514 | Time:0.472, Rand:722.0
Time:0.473, Sine:-0.9856445789337158 | Time:0.473, Rand:723.0
Time:0.474, Sine:-0.9866859316825867 | Time:0.474, Rand:724.0
Time:0.475, Sine:-0.9876883625984192 | Time:0.475, Rand:725.0
Time:0.476, Sine:-0.9886517524719238 | Time:0.476, Rand:726.0
Time:0.477, Sine:-0.9895761013031006 | Time:0.477, Rand:727.0
Time:0.478, Sine:-0.9904614090919495 | Time:0.478, Rand:728.0
Time:0.479, Sine:-0.9913076162338257 | Time:0.479, Rand:729.0
Time:0.48, Sine:-0.9921147227287292 | Time:0.48, Rand:730.0
Time:0.481, Sine:-0.9928826093673706 | Time:0.481, Rand:731.0
Time:0.482, Sine:-0.9936113357543945 | Time:0.482, Rand:732.0
Time:0.483, Sine:-0.9943007826805115 | Time:0.483, Rand:733.0
Time:0.484, Sine:-0.9949510097503662 | Time:0.484, Rand:734.0
Time:0.485, Sine:-0.995561957359314 | Time:0.485, Rand:735.0
Time:0.486, Sine:-0.9961336255073547 | Time:0.486, Rand:736.0
Time:0.487, Sine:-0.9966659545898438 | Time:0.487, Rand:737.0
Time:0.488, Sine:-0.9971588850021362 | Time:0.488, Rand:738.0
Time:0.489, Sine:-0.9976125359535217 | Time:0.489, Rand:739.0
Time:0.49, Sine:-0.9980267286300659 | Time:0.49, Rand:740.0
Time:0.491, Sine:-0.9984015226364136 | Time:0.491, Rand:741.0
Time:0.492, Sine:-0.9987369775772095 | Time:0.492, Rand:742.0
Time:0.493, Sine:-0.9990329146385193 | Time:0.493, Rand:743.0
Time:0.494, Sine:-0.9992894530296326 | Time:0.494, Rand:744.0
Time:0.495, Sine:-0.9995065331459045 | Time:0.495, Rand:745.0
Time:0.496, Sine:-0.99968421459198 | Time:0.496, Rand:746.0
Time:0.497, Sine:-0.9998223781585693 | Time:0.497, Rand:747.0
Time:0.498, Sine:-0.9999210238456726 | Time:0.498, Rand:748.0
Time:0.499, Sine:-0.9999802708625793 | Time:0.499, Rand:749.0
Time:0.5, Sine:-1.0 | Time:0.5, Rand:750.0
Time:0.501, Sine:-0.9999802708625793 | Time:0.501, Rand:751.0
Time:0.502, Sine:-0.9999210238456726 | Time:0.502, Rand:752.0
Time:0.503, Sine:-0.9998223781585693 | Time:0.503, Rand:753.0
Time:0.504, Sine:-0.99968421459198 | Time:0.504, Rand:754.0
Time:0.505, Sine:-0.9995065331459045 | Time:0.505, Rand:755.0
Time:0.506, Sine:-0.9992894530296326 | Time:0.506, Rand:756.0
Time:0.507, Sine:-0.9990329146385193 | Time:0.507, Rand:757.0
Time:0.508, Sine:-0.9987369775772095 | Time:0.508, Rand:758.0
Time:0.509, Sine:-0.9984015226364136 | Time:0.509, Rand:759.0
Time:0.51, Sine:-0.9980267286300659 | Time:0.51, Rand:760.0
Time:0.511, Sine:-0.9976125359535217 | Time:0.511, Rand:761.0
Time:0.512, Sine:-0.9971588850021362 | Time:0.512, Rand:762.0
Time:0.513, Sine:-0.9966659545898438 | Time:0.513, Rand:763.0
Time:0.514, Sine:-0.9961336255073547 | Time:0.514, Rand:764.0
Time:0.515, Sine:-0.995561957359314 | Time:0.515, Rand:765.0
Time:0.516, Sine:-0.9949510097503662 | Time:0.516, Rand:766.0
Time:0.517, Sine:-0.9943007826805115 | Time:0.517, Rand:767.0
Time:0.518, Sine:-0.9936113357543945 | Time:0.518, Rand:768.0
Time:0.519, Sine:-0.9928826093673706 | Time:0.519, Rand:769.0
Time:0.52, Sine:-0.9921147227287292 | Time:0.52, Rand:770.0
Time:0.521, Sine:-0.9913076162338257 | Time:0.521, Rand:771.0
Time:0.522, Sine:-0.9904614090919495 | Time:0.522, Rand:772.0
Time:0.523, Sine:-0.9895761013031006 | Time:0.523, Rand:773.0
Time:0.524, Sine:-0.9886517524719238 | Time:0.524, Rand:774.0
Time:0.525, Sine:-0.9876883625984192 | Time:0.525, Rand:775.0
Time:0.526, Sine:-0.9866859316825867 | Time:0.526, Rand:776.0
Time:0.527, Sine:-0.9856445789337158 | Time:0.527, Rand:777.0
Time:0.528, Sine:-0.9845643639564514 | Time:0.528, Rand:778.0
Time:0.529, Sine:-0.9834452271461487 | Time:0.529, Rand:779.0
Time:0.53, Sine:-0.9822872281074524 | Time:0.53, Rand:780.0
Time:0.531, Sine:-0.9810905456542969 | Time:0.531, Rand:781.0
Time:0.532, Sine:-0.9798550605773926 | Time:0.532, Rand:782.0
Time:0.533, Sine:-0.978580892086029 | Time:0.533, Rand:783.0
Time:0.534, Sine:-0.9772680997848511 | Time:0.534, Rand:784.0
Time:0.535, Sine:-0.9759167432785034 | Time:0.535, Rand:785.0
Time:0.536, Sine:-0.9745268821716309 | Time:0.536, Rand:786.0
Time:0.537, Sine:-0.9730985164642334 | Time:0.537, Rand:787.0
Time:0.538, Sine:-0.9716317057609558 | Time:0.538, Rand:788.0
Time:0.539, Sine:-0.9701265692710876 | Time:0.539, Rand:789.0
Time:0.54, Sine:-0.9685831665992737 | Time:0.54, Rand:790.0
Time:0.541, Sine:-0.9670014977455139 | Time:0.541, Rand:791.0
Time:0.542, Sine:-0.9653816223144531 | Time:0.542, Rand:792.0
Time:0.543, Sine:-0.9637236595153809 | Time:0.543, Rand:793.0
Time:0.544, Sine:-0.9620276689529419 | Time:0.544, Rand:794.0
Time:0.545, Sine:-0.960293710231781 | Time:0.545, Rand:795.0
Time:0.546, Sine:-0.9585217833518982 | Time:0.546, Rand:796.0
Time:0.547, Sine:-0.9567120671272278 | Time:0.547, Rand:797.0
Time:0.548, Sine:-0.9548645615577698 | Time:0.548, Rand:798.0
Time:0.549, Sine:-0.952979326248169 | Time:0.549, Rand:799.0
Time:0.55, Sine:-0.9510565400123596 | Time:0.55, Rand:800.0
Time:0.551, Sine:-0.949096143245697 | Time:0.551, Rand:801.0
Time:0.552, Sine:-0.9470983147621155 | Time:0.552, Rand:802.0
Time:0.553, Sine:-0.945063054561615 | Time:0.553, Rand:803.0
Time:0.554, Sine:-0.9429905414581299 | Time:0.554, Rand:804.0
Time:0.555, Sine:-0.9408807754516602 | Time:0.555, Rand:805.0
Time:0.556, Sine:-0.9387338757514954 | Time:0.556, Rand:806.0
Time:0.557, Sine:-0.9365499019622803 | Time:0.557, Rand:807.0
Time:0.558, Sine:-0.9343289136886597 | Time:0.558, Rand:808.0
Time:0.559, Sine:-0.9320710897445679 | Time:0.559, Rand:809.0
Time:0.56, Sine:-0.9297764897346497 | Time:0.56, Rand:810.0
Time:0.561, Sine:-0.9274451732635498 | Time:0.561, Rand:811.0
Time:0.562, Sine:-0.9250771999359131 | Time:0.562, Rand:812.0
Time:0.563, Sine:-0.9226727485656738 | Time:0.563, Rand:813.0
Time:0.564, Sine:-0.920231819152832 | Time:0.564, Rand:814.0
Time:0.565, Sine:-0.9177546501159668 | Time:0.565, Rand:815.0
Time:0.566, Sine:-0.9152411818504333 | Time:0.566, Rand:816.0
Time:0.567, Sine:-0.912691593170166 | Time:0.567, Rand:817.0
Time:0.568, Sine:-0.9101059436798096 | Time:0.568, Rand:818.0
Time:0.569, Sine:-0.9074844121932983 | Time:0.569, Rand:819.0
Time:0.57, Sine:-0.9048270583152771 | Time:0.57, Rand:820.0
Time:0.571, Sine:-0.9021339416503906 | Time:0.571, Rand:821.0
Time:0.572, Sine:-0.8994052410125732 | Time:0.572, Rand:822.0
Time:0.573, Sine:-0.8966410160064697 | Time:0.573, Rand:823.0
Time:0.574, Sine:-0.8938414454460144 | Time:0.574, Rand:824.0
Time:0.575, Sine:-0.8910065293312073 | Time:0.575, Rand:825.0
Time:0.576, Sine:-0.8881364464759827 | Time:0.576, Rand:826.0
Time:0.577, Sine:-0.8852313160896301 | Time:0.577, Rand:827.0
Time:0.578, Sine:-0.8822911977767944 | Time:0.578, Rand:828.0
Time:0.579, Sine:-0.8793163299560547 | Time:0.579, Rand:829.0
Time:0.58, Sine:-0.8763066530227661 | Time:0.58, Rand:830.0
Time:0.581, Sine:-0.8732624650001526 | Time:0.581, Rand:831.0
Time:0.582, Sine:-0.8701837658882141 | Time:0.582, Rand:832.0
Time:0.583, Sine:-0.8670706748962402 | Time:0.583, Rand:833.0
Time:0.584, Sine:-0.8639234304428101 | Time:0.584, Rand:834.0
Time:0.585, Sine:-0.8607420325279236 | Time:0.585, Rand:835.0
Time:0.586, Sine:-0.8575266599655151 | Time:0.586, Rand:836.0
Time:0.587, Sine:-0.8542774319648743 | Time:0.587, Rand:837.0
Time:0.588, Sine:-0.8509944677352905 | Time:0.588, Rand:838.0
Time:0.589, Sine:-0.8476779460906982 | Time:0.589, Rand:839.0
Time:0.59, Sine:-0.8443279266357422 | Time:0.59, Rand:840.0
Time:0.591, Sine:-0.8409445881843567 | Time:0.591, Rand:841.0
Time:0.592, Sine:-0.8375280499458313 | Time:0.592, Rand:842.0
Time:0.593, Sine:-0.8340784311294556 | Time:0.593, Rand:843.0
Time:0.594, Sine:-0.8305959105491638 | Time:0.594, Rand:844.0
Time:0.595, Sine:-0.8270805478096008 | Time:0.595, Rand:845.0
Time:0.596, Sine:-0.8235325813293457 | Time:0.596, Rand:846.0
Time:0.597, Sine:-0.819952130317688 | Time:0.597, Rand:847.0
Time:0.598, Sine:-0.8163392543792725 | Time:0.598, Rand:848.0
Time:0.599, Sine:-0.8126941919326782 | Time:0.599, Rand:849.0
Time:0.6, Sine:-0.80901700258255 | Time:0.6, Rand:850.0
Time:0.601, Sine:-0.8053078651428223 | Time:0.601, Rand:851.0
Time:0.602, Sine:-0.8015669584274292 | Time:0.602, Rand:852.0
Time:0.603, Sine:-0.7977944612503052 | Time:0.603, Rand:853.0
Time:0.604, Sine:-0.7939903736114502 | Time:0.604, Rand:854.0
Time:0.605, Sine:-0.7901549935340881 | Time:0.605, Rand:855.0
Time:0.606, Sine:-0.7862884402275085 | Time:0.606, Rand:856.0
Time:0.607, Sine:-0.782390832901001 | Time:0.607, Rand:857.0
Time:0.608, Sine:-0.778462290763855 | Time:0.608, Rand:858.0
Time:0.609, Sine:-0.7745030522346497 | Time:0.609, Rand:859.0
Time:0.61, Sine:-0.7705132365226746 | Time:0.61, Rand:860.0
Time:0.611, Sine:-0.766493022441864 | Time:0.611, Rand:861.0
Time:0.612, Sine:-0.7624425292015076 | Time:0.612, Rand:862.0
Time:0.613, Sine:-0.7583619356155396 | Time:0.613, Rand:863.0
Time:0.614, Sine:-0.7542513608932495 | Time:0.614, Rand:864.0
Time:0.615, Sine:-0.7501110434532166 | Time:0.615, Rand:865.0
Time:0.616, Sine:-0.745941162109375 | Time:0.616, Rand:866.0
Time:0.617, Sine:-0.7417417764663696 | Time:0.617, Rand:867.0
Time:0.618, Sine:-0.7375131249427795 | Time:0.618, Rand:868.0
Time:0.619, Sine:-0.7332553267478943 | Time:0.619, Rand:869.0
Time:0.62, Sine:-0.728968620300293 | Time:0.62, Rand:870.0
Time:0.621, Sine:-0.7246531248092651 | Time:0.621, Rand:871.0
Time:0.622, Sine:-0.7203090190887451 | Time:0.622, Rand:872.0
Time:0.623, Sine:-0.7159364819526672 | Time:0.623, Rand:873.0
Time:0.624, Sine:-0.7115356922149658 | Time:0.624, Rand:874.0
Time:0.625, Sine:-0.7071067690849304 | Time:0.625, Rand:875.0
Time:0.626, Sine:-0.7026499509811401 | Time:0.626, Rand:876.0
Time:0.627, Sine:-0.6981654167175293 | Time:0.627, Rand:877.0
Time:0.628, Sine:-0.6936532855033875 | Time:0.628, Rand:878.0
Time:0.629, Sine:-0.6891137957572937 | Time:0.629, Rand:879.0
Time:0.63, Sine:-0.6845471262931824 | Time:0.63, Rand:880.0
Time:0.631, Sine:-0.679953396320343 | Time:0.631, Rand:881.0
Time:0.632, Sine:-0.67533278465271 | Time:0.632, Rand:882.0
Time:0.633, Sine:-0.6706855893135071 | Time:0.633, Rand:883.0
Time:0.634, Sine:-0.6660118699073792 | Time:0.634, Rand:884.0
Time:0.635, Sine:-0.6613118648529053 | Time:0.635, Rand:885.0
Time:0.636, Sine:-0.6565857529640198 | Time:0.636, Rand:886.0
Time:0.637, Sine:-0.651833713054657 | Time:0.637, Rand:887.0
Time:0.638, Sine:-0.647055983543396 | Time:0.638, Rand:888.0
Time:0.639, Sine:-0.6422526240348816 | Time:0.639, Rand:889.0
Time:0.64, Sine:-0.6374239921569824 | Time:0.64, Rand:890.0
Time:0.641, Sine:-0.6325701475143433 | Time:0.641, Rand:891.0
Time:0.642, Sine:-0.627691388130188 | Time:0.642, Rand:892.0
Time:0.643, Sine:-0.6227877736091614 | Time:0.643, Rand:893.0
Time:0.644, Sine:-0.6178596019744873 | Time:0.644, Rand:894.0
Time:0.645, Sine:-0.6129070520401001 | Time:0.645, Rand:895.0
Time:0.646, Sine:-0.6079303026199341 | Time:0.646, Rand:896.0
Time:0.647, Sine:-0.6029295325279236 | Time:0.647, Rand:897.0
Time:0.648, Sine:-0.5979049801826477 | Time:0.648, Rand:898.0
Time:0.649, Sine:-0.5928568243980408 | Time:0.649, Rand:899.0
Time:0.65, Sine:-0.5877852439880371 | Time:0.65, Rand:900.0
Time:0.651, Sine:-0.5826904773712158 | Time:0.651, Rand:901.0
Time:0.652, Sine:-0.5775727033615112 | Time:0.652, Rand:902.0
Time:0.653, Sine:-0.5724321007728577 | Time:0.653, Rand:903.0
Time:0.654, Sine:-0.567268967628479 | Time:0.654, Rand:904.0
Time:0.655, Sine:-0.56208336353302 | Time:0.655, Rand:905.0
Time:0.656, Sine:-0.5568756461143494 | Time:0.656, Rand:906.0
Time:0.657, Sine:-0.5516458749771118 | Time:0.657, Rand:907.0
Time:0.658, Sine:-0.5463943481445312 | Time:0.658, Rand:908.0
Time:0.659, Sine:-0.541121244430542 | Time:0.659, Rand:909.0
Time:0.66, Sine:-0.5358268022537231 | Time:0.66, Rand:910.0
Time:0.661, Sine:-0.530511200428009 | Time:0.661, Rand:911.0
Time:0.662, Sine:-0.525174617767334 | Time:0.662, Rand:912.0
Time:0.663, Sine:-0.5198173522949219 | Time:0.663, Rand:913.0
Time:0.664, Sine:-0.5144395232200623 | Time:0.664, Rand:914.0
Time:0.665, Sine:-0.509041428565979 | Time:0.665, Rand:915.0
Time:0.666, Sine:-0.5036231875419617 | Time:0.666, Rand:916.0
Time:0.667, Sine:-0.49818509817123413 | Time:0.667, Rand:917.0
Time:0.668, Sine:-0.4927273392677307 | Time:0.668, Rand:918.0
Time:0.669, Sine:-0.48725011944770813 | Time:0.669, Rand:919.0
Time:0.67, Sine:-0.4817536771297455 | Time:0.67, Rand:920.0
Time:0.671, Sine:-0.4762381911277771 | Time:0.671, Rand:921.0
Time:0.672, Sine:-0.47070392966270447 | Time:0.672, Rand:922.0
Time:0.673, Sine:-0.4651510715484619 | Time:0.673, Rand:923.0
Time:0.674, Sine:-0.45957985520362854 | Time:0.674, Rand:924.0
Time:0.675, Sine:-0.45399048924446106 | Time:0.675, Rand:925.0
Time:0.676, Sine:-0.4483832120895386 | Time:0.676, Rand:926.0
Time:0.677, Sine:-0.4427582323551178 | Time:0.677, Rand:927.0
Time:0.678, Sine:-0.43711575865745544 | Time:0.678, Rand:928.0
Time:0.679, Sine:-0.431456059217453 | Time:0.679, Rand:929.0
Time:0.68, Sine:-0.4257792830467224 | Time:0.68, Rand:930.0
Time:0.681, Sine:-0.42008572816848755 | Time:0.681, Rand:931.0
Time:0.682, Sine:-0.41437557339668274 | Time:0.682, Rand:932.0
Time:0.683, Sine:-0.4086490869522095 | Time:0.683, Rand:933.0
Time:0.684, Sine:-0.4029064476490021 | Time:0.684, Rand:934.0
Time:0.685, Sine:-0.39714789390563965 | Time:0.685, Rand:935.0
Time:0.686, Sine:-0.3913736641407013 | Time:0.686, Rand:936.0
Time:0.687, Sine:-0.3855839967727661 | Time:0.687, Rand:937.0
Time:0.688, Sine:-0.3797791004180908 | Time:0.688, Rand:938.0
Time:0.689, Sine:-0.3739592134952545 | Time:0.689, Rand:939.0
Time:0.69, Sine:-0.3681245446205139 | Time:0.69, Rand:940.0
Time:0.691, Sine:-0.3622753620147705 | Time:0.691, Rand:941.0
Time:0.692, Sine:-0.356411874294281 | Time:0.692, Rand:942.0
Time:0.693, Sine:-0.3505343198776245 | Time:0.693, Rand:943.0
Time:0.694, Sine:-0.3446429371833801 | Time:0.694, Rand:944.0
Time:0.695, Sine:-0.33873793482780457 | Time:0.695, Rand:945.0
Time:0.696, Sine:-0.33281955122947693 | Time:0.696, Rand:946.0
Time:0.697, Sine:-0.3268880248069763 | Time:0.697, Rand:947.0
Time:0.698, Sine:-0.3209436237812042 | Time:0.698, Rand:948.0
Time:0.699, Sine:-0.31498652696609497 | Time:0.699, Rand:949.0
Time:0.7, Sine:-0.30901700258255005 | Time:0.7, Rand:950.0
Time:0.701, Sine:-0.30303525924682617 | Time:0.701, Rand:951.0
Time:0.702, Sine:-0.2970415949821472 | Time:0.702, Rand:952.0
Time:0.703, Sine:-0.2910361588001251 | Time:0.703, Rand:953.0
Time:0.704, Sine:-0.28501924872398376 | Time:0.704, Rand:954.0
Time:0.705, Sine:-0.27899110317230225 | Time:0.705, Rand:955.0
Time:0.706, Sine:-0.2729519307613373 | Time:0.706, Rand:956.0
Time:0.707, Sine:-0.26690199971199036 | Time:0.707, Rand:957.0
Time:0.708, Sine:-0.2608415186405182 | Time:0.708, Rand:958.0
Time:0.709, Sine:-0.2547707259654999 | Time:0.709, Rand:959.0
Time:0.71, Sine:-0.24868988990783691 | Time:0.71, Rand:960.0
Time:0.711, Sine:-0.2425992339849472 | Time:0.711, Rand:961.0
Time:0.712, Sine:-0.23649899661540985 | Time:0.712, Rand:962.0
Time:0.713, Sine:-0.23038943111896515 | Time:0.713, Rand:963.0
Time:0.714, Sine:-0.224270761013031 | Time:0.714, Rand:964.0
Time:0.715, Sine:-0.21814323961734772 | Time:0.715, Rand:965.0
Time:0.716, Sine:-0.21200710535049438 | Time:0.716, Rand:966.0
Time:0.717, Sine:-0.2058626115322113 | Time:0.717, Rand:967.0
Time:0.718, Sine:-0.19970998167991638 | Time:0.718, Rand:968.0
Time:0.719, Sine:-0.19354946911334991 | Time:0.719, Rand:969.0
Time:0.72, Sine:-0.187381312251091 | Time:0.72, Rand:970.0
Time:0.721, Sine:-0.18120576441287994 | Time:0.721, Rand:971.0
Time:0.722, Sine:-0.17502306401729584 | Time:0.722, Rand:972.0
Time:0.723, Sine:-0.16883344948291779 | Time:0.723, Rand:973.0
Time:0.724, Sine:-0.1626371592283249 | Time:0.724, Rand:974.0
Time:0.725, Sine:-0.15643446147441864 | Time:0.725, Rand:975.0
Time:0.726, Sine:-0.15022559463977814 | Time:0.726, Rand:976.0
Time:0.727, Sine:-0.1440107822418213 | Time:0.727, Rand:977.0
Time:0.728, Sine:-0.13779029250144958 | Time:0.728, Rand:978.0
Time:0.729, Sine:-0.13156436383724213 | Time:0.729, Rand:979.0
Time:0.73, Sine:-0.12533323466777802 | Time:0.73, Rand:980.0
Time:0.731, Sine:-0.11909715831279755 | Time:0.731, Rand:981.0
Time:0.732, Sine:-0.11285638809204102 | Time:0.732, Rand:982.0
Time:0.733, Sine:-0.10661115497350693 | Time:0.733, Rand:983.0
Time:0.734, Sine:-0.10036171227693558 | Time:0.734, Rand:984.0
Time:0.735, Sine:-0.09410831332206726 | Time:0.735, Rand:985.0
Time:0.736, Sine:-0.08785119652748108 | Time:0.736, Rand:986.0
Time:0.737, Sine:-0.08159061521291733 | Time:0.737, Rand:987.0
Time:0.738, Sine:-0.07532680779695511 | Time:0.738, Rand:988.0
Time:0.739, Sine:-0.06906002759933472 | Time:0.739, Rand:989.0
Time:0.74, Sine:-0.06279052048921585 | Time:0.74, Rand:990.0
Time:0.741, Sine:-0.05651853606104851 | Time:0.741, Rand:991.0
Time:0.742, Sine:-0.05024431645870209 | Time:0.742, Rand:992.0
Time:0.743, Sine:-0.043968118727207184 | Time:0.743, Rand:993.0
Time:0.744, Sine:-0.0376901812851429 | Time:0.744, Rand:994.0
Time:0.745, Sine:-0.03141075745224953 | Time:0.745, Rand:995.0
Time:0.746, Sine:-0.025130094960331917 | Time:0.746, Rand:996.0
Time:0.747, Sine:-0.018848439678549767 | Time:0.747, Rand:997.0
Time:0.748, Sine:-0.012566040270030499 | Time:0.748, Rand:998.0
Time:0.749, Sine:-0.006283144000917673 | Time:0.749, Rand:999.0
Time:0.75, Sine:-2.4492937051703357e-16 | Time:0.75, Rand:1000.0
Time:0.751, Sine:0.006283144000917673 | Time:0.751, Rand:1001.0
Time:0.752, Sine:0.012566040270030499 | Time:0.752, Rand:1002.0
Time:0.753, Sine:0.018848439678549767 | Time:0.753, Rand:1003.0
Time:0.754, Sine:0.025130094960331917 | Time:0.754, Rand:1004.0
Time:0.755, Sine:0.03141075745224953 | Time:0.755, Rand:1005.0
Time:0.756, Sine:0.0376901812851429 | Time:0.756, Rand:1006.0
Time:0.757, Sine:0.043968118727207184 | Time:0.757, Rand:1007.0
Time:0.758, Sine:0.05024431645870209 | Time:0.758, Rand:1008.0
Time:0.759, Sine:0.05651853606104851 | Time:0.759, Rand:1009.0
Time:0.76, Sine:0.06279052048921585 | Time:0.76, Rand:1010.0
Time:0.761, Sine:0.06906002759933472 | Time:0.761, Rand:1011.0
